year,title,artist,lyrics
1969,風,はしだのりひことシューベルツ,人は誰もただ一人 旅に出て 人は誰もふるさとを 振りかえる ちょっぴりさみしくて 振りかえっても そこにはただ風が 吹いているだけ 人は誰も人生に つまづいて 人は誰も夢破れ 振りかえる プラタナスの枯葉舞う 冬の道で プラタナスの散る音に 振りかえる 帰っておいでよと 振りかえっても そこにはただ風が 吹いているだけ 人は誰も恋をした 切なさに 人は誰も耐えきれず 振りかえる 何かをもとめて 振りかえっても そこにはただ風が 吹いているだけ 振りかえらずただ一人 一歩ずつ 振りかえらず 泣かないで歩くんだ 何かをもとめて 振りかえっても そこにはただ風が 吹いているだけ 吹いているだけ 吹いているだけ 吹いているだけ…
1969,涙の季節,ピンキーとキラーズ,あなたが耳もとで ささやいた夜明けは ふたりが結ばれた 美しい夜明けよ ひとすじこぼれる このほほの涙に あなたも濡れていた なつかしい夜明けよ 忘れないわ あのひととき 私は今 あなたのもの あなたが耳もとで ささやいた夜明けは 昨日の私が 消えてゆく夜明けよ やさしいその胸に 生命もあずけて あなたに愛され 満たされた夜明けよ 忘れないわ あのひととき 私は今 あなたのもの 忘れないわ あのひととき 私は今 あなたのもの 忘れないわ あのひととき 私は今 あなたのもの 忘れないわ あのひととき 私は今 あなたのもの
1969,年上の女,森進一,だから分って ほしいのと そっとからんだ 白い指 放したくない つらいのよ だめよだめだめ つらいのと 泣いてすがった 年上の女 髪の乱れの ひとすじに 甘い香りを 残してた 胸のしんまで もえたのよ だめよだめだめ いけないと いのち燃やした 年上の女 もえるせつなさ 苦しさを そっとおしえた 雨の夜 二度と逢っては いけないわ だめよだめだめ つらいのと 涙で別れた年上の女
1969,君は心の妻だから,鶴岡雅義と東京ロマンチカ,愛しながらも 運命に敗けて 別れたけれど 心はひとつ ぼくの小指を 口にくわえて 涙ぐんでた君よ ああ 今でも愛している 君は心の 妻だから めぐり逢えたら はなしはしない 二人といない やさしい人よ 君のうなじの あのぬくもりが 忘れられない 今日も ああ 思えば涙が出る 君は心の 妻だから 強く生きるよ 生きてることが いつかは君に 幸せ運ぶ ぼくにすがって 胸をたたいて きっと泣くだろう 君は ああ その日を夢見ている 君は心の 妻だから
1969,泣いた日もある,鶴岡雅義と東京ロマンチカ,君が恋しくて 泣いた日もある 男泣きして 過す夜もある わかってほしい わかってほしい だけど口じゃ 言えないの ああ 愛があまりに 深すぎて 君に逢いたくて 泣いた日もある ひとり夢見て 眠る夜もある 愛されたいの 愛されたいの だけどいつも 泪だけ ああ 恋のつらさに 耐えかねて ひとり淋しさに 泣いた日もある 人は誰でも 弱いものだよ 甘えてみたい 甘えてみたい だけど手さえ 握れない ああ 君があまりに 遠すぎて
1969,人形の家,弘田三枝子,顔もみたくない程 あなたに嫌われるなんて とても信じられない 愛が消えたいまも ほこりにまみれた人形みたい 愛されて 捨てられて 忘れられた 部屋のかたすみ 私はあなたに 命をあずけた あれはかりそめの恋 心のたわむれだなんて なぜか思いたくない 胸がいたみすぎて ほこりにまみれた人形みたい 待ちわびて 待ちわびて 泣きぬれる 部屋のかたすみ 私はあなたに 命をあずけた 私はあなたに 命をあずけた
1969,今は幸せかい,佐川満男,遅かったのかい 君のことを 好きになるのが 遅かったのかい ほかの誰かを 愛した君は 僕を置いて 離れて行くの 遅かったのかい 悔んでみても 遅かったのかい 君はもういない 若かったのかい ふたりとも 傷つけあうのが 恐かったのかい 君は君の 心を知らず 僕は僕の 心を知らず 若かったのかい 悔んでみても 若かったのかい 君はもういない 今は幸せかい 君と彼は 甘い口づけは 君を酔わせるかい 星を見つめて 一人で泣いた 僕のことは 忘れていいよ 今は幸せかい 悔んでみても 今は幸せかい 君はもういない
1969,仁義,北島三郎,親の血をひく 兄弟よりも かたいちぎりの 義兄弟 こんな小さな 盃だけど 男いのちを かけてのむ 義理だ恩だと 並べてみたら 恋の出てくる すきがない あとはたのむと かけ出す露路に ふるはあの娘の なみだ雨 俺の目をみろ 何んにもゆうな 男同志の 腹のうち ひとりぐらいは こういう馬鹿が 居なきゃ世間の 目はさめぬ
1969,知らなかったの,伊東ゆかり,知らなかったの 愛したら 男の人って つよいのね いきなり接吻 された夜 わたしは蜜に なりました あなたがくれた 幸せで こんなに頬が ばら色よ だからきれいに もっときれいになりたいの 知らなかったの 愛されて 涙もろく なるなんて あなたの瞳の 湖で 溺れるわたしを 許してね あなたの胸に 帰るのね この手で夢を つかむのね だから愛して もっと愛していたいのよ あなたの胸に 帰るのね この手で夢を つかむのね だから愛して もっと愛してほしいのよ
1969,いいじゃないの幸せならば,佐良直美,あのときあなたとくちづけをして あのときあの子と別れた私 つめたい女だと人は言うけれど いいじゃないの幸せならば あの晩あの子の顔も忘れて あの晩あなたに抱かれた私 わるい女だと人は言うけれど いいじゃないの今が良けりゃ あの朝あなたは煙草をくわえ あの朝ひとりで夢みた私 浮気な女だと人は言うけれど いいじゃないの楽しければ あしたはあなたに心を残し あしたはあなたと別れる私 つめたい女だと人は言うけれど いいじゃないの幸せならば
1969,愛の奇跡,ヒデとロザンナ,淋しげな 雨に濡れた君の くちびるが 忘れられなくて 別れても 私は信じたい いつの日か あなたに 愛される 愛の奇跡 激しく 燃えてる 心を 掴んで 放さぬ この恋 この愛 振りむかぬ 冷たい君だけど いつの日か あなたに 愛される 愛の奇跡 黄昏を ひとり歩くきみの 横顔が とても好きだった 別れても 私は信じたい いつの日か あなたに 愛される 愛の奇跡 愛される 愛の奇跡 愛される 愛の奇跡
1969,七色のしあわせ,ピンキーとキラーズ,七色のしあわせ 虹の色に やさしくつつまれた私の恋 ふたりがゆく道はみどり 想いはただ あの人に 日昏れの情熱はオレンジ色 止まり木にはいつも 青い鳥 七色のしあわせ 虹の色に かげろうもえている 私の恋 むらさきの夢 ほのおの赤 あふれる愛は あの人に 街角に レモンの月が出て ブルーがよく似合う恋人なの むらさきの夢 ほのおの赤 あふれる愛は あの人に 街角に レモンの月が出て ブルーがよく似合う恋人なの 恋人なの 恋人なの
1969,おんな,森進一,初めて抱かれたあの部屋で 愛でも恋でもなかったわ ダメよと拒んで泣きながら 求めるアイツに身を任せ 私は女になりました あれは十九の夏のこと 一緒に生きると約束も 長くは続かぬ夢だった あの日の幸せ返してよ 私幾つになったのか 女の幸せ掴みたい 知らず知らずの厚化粧 やっと出会えた優しい男(ひと)は 妻も子もある男(ひと)でした 最後の恋と誓っても 男の運が無い私 短い女の青春なのに それでも無情に明日は来る
1970,圭子の夢は夜ひらく,藤圭子,赤く咲くのは けしの花 白く咲くのは 百合の花 どう咲きゃいいのさ この私 夢は夜ひらく 十五、十六、十七と 私の人生暗かった 過去はどんなに暗くとも 夢は夜ひらく 昨日マー坊 今日トミー 明日はジョージかケン坊か 恋ははかなく過ぎて行き 夢は夜ひらく 夜咲くネオンは 嘘の花 夜飛ぶ蝶々も 嘘の花 嘘を肴に 酒をくみゃ 夢は夜ひらく 前を見るよな 柄じゃない うしろ向くよな 柄じゃない よそ見してたら 泣きを見た 夢は夜ひらく 一から十まで 馬鹿でした 馬鹿にゃ未練はないけれど 忘れられない 奴ばかり 夢は夜ひらく 夢は夜ひらく
1970,女のブルース,藤圭子,女ですもの 恋をする 女ですもの 夢に酔う 女ですもの ただ一人 女ですもの 生きて行く あなたひとりに すがりたい あなたひとりに 甘えたい あなたひとりに この命 あなたひとりに ささげたい ここは東京 ネオン町 ここは東京 なみだ町 ここは東京 なにもかも ここは東京 嘘の町 何処で生きても 風が吹く 何処で生きても 雨が降る 何処で生きても ひとり花 何処で生きても いつか散る
1970,逢わずに愛して,内山田洋とクールファイブ,涙枯れても 夢よ枯れるな 二度と咲かない 花だけど 夢の夢の かけらを せめて せめて こころに ああ 永久にちりばめ 逢わずに愛して いついつまでも 逢えば別れが つらくて泣ける 恋のねぐらは どこにある 鳥に鳥に なりたい そっとそっと こころで ああ 紅の命を 逢わずに愛して いついつまでも はなればなれの 運命におかれ 逢いがなおさら つよくなる 何が何が あっても すがりすがり 生きぬく ああ 死にはしないわ 逢わずに愛して いついつまでも
1970,愛は傷つきやすく,ヒデとロザンナ,(女)自由にあなたを愛して愛して (女)私はこんなに傷ついた (男)たとえば二人で命をたてば (男)微笑みさえも消える (女)よみがえる日々 (男)よみがえる愛 (男女)やさしい言葉で (男女)なぐさめつつんで (男女)そして結ばれた (女)その時私はあなたの指が (女)小さくふるえるのを見たの (男)たとえば涙にくちびるよせて (男)二人は愛にゆれる (女)自由にあなたを愛して愛して (女)私はこんなに傷ついた (男)たとえば二人で命をたてば (男)微笑みさえも消える (女)よみがえる日々 (男)よみがえる愛 (男女)やさしい言葉で (男女)なぐさめつつんで (男女)そして結ばれた
1970,今日でお別れ,菅原洋一,今日でお別れねもう逢えない 涙を見せずにいたいけれど 信じられないのそのひとこと あの甘い言葉を ささやいたあなたが 突然さようなら言えるなんて 最後のタバコに火をつけましょう 曲ったネクタイなおさせてね あなたの背広や身のまわりに やさしく気を配る 胸はずむ仕事は これからどなたがするのかしら 今日でお別れねもう逢えない あなたも涙を見せてほしい 何も云わないで気安めなど こみあげる涙はこみあげる涙は 言葉にならないさようなら さようなら
1970,京都の恋,渚ゆう子,風の噂を信じて 今日からは あなたと別れ 傷ついて 旅に出かけて 来たの わたしの心に 鐘が鳴る 白い京都に 雨が降る うしろ姿の あの人は 今は帰らぬ 遠い人 涙みせたくないの 今日からは 一度はなれた 恋なんか 二度とはしたくない このまま死んで しまいたい 白い京都に つつまれて 恋によごれた女は 明日から 白い京都の 片隅に 想い出をすてるの 想い出をすてるの
1970,白い色は恋人の色,ベッツィ&クリス,花びらの白い色は恋人の色 なつかしい白百合は恋人の色 ふるさとのあの人の あの人の足もとに咲く白百合の 花びらの白い色は恋人の色 青空のすんだ色は初恋の色 どこまでも美しい初恋の色 ふるさとのあの人と あの人と肩並べ見たあの時の 青空の澄んだ色は初恋の色 夕やけの赤い色は想い出の色 涙でゆれていた想い出の色 ふるさとのあの人の あの人のうるんでいた瞳にうつる 夕やけの赤い色は想い出の色 想い出の色 想い出の色
1970,希望,岸洋子,希望という名の あなたをたずねて 遠い国へと また汽車にのる あなたは昔の 私の思い出 ふるさとの夢 はじめての恋 けれど私が おとなになった日に だまってどこかへ 立ち去ったあなた いつかあなたに またあうまでは 私の旅は 終りのない旅 希望という名の あなたをたずねて 今日もあてなく また汽車にのる あれから私は ただひとりきり あしたはどんな 町につくやら あなたのうわさも 時折聞くけど 見知らぬ誰かに すれ違うだけ いつもあなたの 名を呼びながら 私の旅は 返事のない旅 希望という名の あなたをたずねて 寒い夜更けに また汽車にのる 悲しみだけが 私の道づれ となりの席に あなたがいれば 涙ぐむ時 その時聞こえる 希望という名の あなたのあの歌 そうよあなたに また逢うために 私の旅は 今またはじまる
1970,経験,辺見マリ,やめて 愛してないなら やめて くちづけするのは やめて このまま帰して あなたは わるい人ね わかってても あなたに逢うと いやと言えない ダメなあたしネ だから 今日まで だから 今日こそ きらいにさせて!離れさせて! やめて 本気じゃないなら やめて きつく抱かないで やめて そんな気やすめは あなたは ずるい人ね わかってても あなたの後を ついてゆきたい ダメなあたしネ だから なかせて だから ひとこと きらいにさせて!離れさせて!
1970,噂の女,内山田洋とクールファイブ,女心の悲しさなんて わかりゃしないわ 世間の人に 止して 止してよ なぐさめなんか 嘘と泪の しみついた どうせ私は 噂の女 はなさないでと 甘える指に 男心は いつでも遠い そうよ そうなの 昨日の夜も すがりつきたい あの人に 夢を消された 噂の女 街の噂に 追われて泣けば あせてみえます くちびるさえも つらい つらいは つめたい青春を 怨むことさえ あきらめた 弱い私は 噂の女
1970,白い蝶のサンバ,森山加代子,あなたに 抱かれて わたしは 蝶になる あなたの胸 あやしい くもの糸 はかないいのち さだめなの あなたに 抱かれて わたしは 蝶になる 涙をため くちづけ 受けるのよ あふれる蜜に 酔いながらおぼれるの 恋は心も いのちもしばり 死んで行くのよ 蝶々のままで あなたに 抱かれて わたしは 蝶になる 気ままな夢 忘れて 苦しむの はかないいのち 恋のため散らせるの あなたに 抱かれて わたしは 蝶になる あなたの胸 あやしい くもの糸 はかないいのち さだめなの あなたに 抱かれて わたしは 蝶になる ふるえる羽 はげしい 恋に灼く 二度とは空に 帰れない 夜に泣く 恋は心も いのちもしばり 死んで行くのよ 蝶々のままで あなたに 抱かれて わたしは 蝶になる 朝日の中 うつろな 蝶は死ぬ はかないいのち 恋の火を抱きしめて
1970,波止場女のブルース,森進一,あなたの生命(いのち)の 半分に なってはなさず どこまでも 女ひとりが どうして生きる 情けあるなら 捨てないで 死んだ真似して ひき止めた 女心を 責めないで 一度でいいから 甘えたかった 波止場女の ブルースよ 他人同士に なるまえに せめて最後の くちづけを 嘘でもいいから 好きだと言って だましつづけて ほしいから からむテープを ひきちぎり 叫ぶ汽笛の 別れ歌 泣けと言うのか 死ねと言うのか 波止場女の ブルースよ
1970,命預けます,藤圭子,命預けます 流れ流れて東京は 夜の新宿花園で やっと開いた花一つ こんな女でよかったら 命預けます 命預けます 嘘もつきます生きるため 酒も飲ます生きるため すねるつもりはないけれど こんな女でよかったら 命預けます 命預けます 雨の降る夜は雨になき 風の吹く日風に泣き いつか涙も枯れはてた こんな女で良かったら 命預けます
1970,恋ひとすじ,森進一,一度こうだと 決めたなら 決めたとうりで どこまでも 恋に命を かけたなら 恋はひとすじ いつまでも いつまでも 恋のつれなさ 苦っぽさ いやというほど 知らされた 味気ない日の おもいでも なぜか今では なつかしい なつかしい たまにゃしみじみ 泣くもよし 酒でなみだを 吹き飛ばし 膝をかかえて ふるさとの 歌をうたうも 味なもの 味なもの 遠い日暮れの はなれ雲 雲の中から 夢がわく 明日を信じて 生きようよ 夢が心に 灯をともす 灯をともす
1970,あなたならどうする,いしだあゆみ,嫌われてしまったの 愛する人に 捨てられてしまったの 紙くずみたいに 私のどこがいけないの それともあの人が変わったの 残されてしまったの 雨降る町に 悲しみの眼の中を あの人が逃げる あなたならどうする あなたならどうする 泣くの歩くの 死んじゃうの あなたなら あなたなら 私のどこがいけないの それとも誰かを愛したの 忘れられてしまったの 愛した人に 何が出来るというの 女がひとりで あなたならどうする あなたならどうする 泣くの歩くの 死んじゃうの あなたなら あなたなら
1970,四つのお願い,ちあきなおみ,たとえば私が 恋を 恋をするなら 四つのお願い 聞いて 聞いてほしいの 一つ やさしく 愛して 二つ わがまま 言わせて 三つ さみしく させないで 四つ 誰にも 秘密にしてネ 四つのお願い 聞いて 聞いてくれたら あなたに私は 夢中 恋をしちゃうわ それからあなたが 恋を 恋をするなら 四つのお願い 聞いて 聞いてほしいの 一つ やさしく キスして 二つ こっそり 教えて 三つ あなたの 好きなこと 四つ そのあと わたしにしてネ 四つのお願い 聞いて 聞いてくれたら あなたに私は 夢中 恋をしちゃうわ 一つ やさしく いつでも 二つ ふたりは しあわせ 三つ いつしか 結ばれて 四つ あなたと わたしは一つ 四つのお願い 聞いて 聞いてくれたら あなたに私は 夢中 恋をしちゃうわ
1970,愛の旅路を,内山田洋とクールファイブ,死ぬも生きるも あなたひとりと 恋に賭けたい 命ひとすじ 砂を噛むよに暮した 悲しい過去を いとしいその手で 暖めてほしい だから待つの 愛の旅路を あなたとあなたと歩く 棘にさされて 傷に哭いても なんで捨てよう 愛のこの夢 たとえ戯れの恋でも 信じていたい 抜けがらのあなたを 抱きしめてつよく いまはいいの 愛の旅路を あなたとあなたと歩く 暗い夜空に 星がまたたく 朝がくるまで 愛をともして いつかわたしの胸にも あなたが燃えて 星空をあおいで 幸せを唄う 夢をみるの 愛の旅路を あなたとあなたと歩く
1970,花と涙,森進一,愛のしとねに 身を横たえて 女は花になればいい 男は男は どんなに激しく想っても 口に出せない 口に出せない愛もある 花のほほ笑み 夢かぎりなく 女は明日を待てばいい 男は男は しあわせ あたえる その日まで つらさかくして つらさかくして 生きている 花の命は短かいものと 女は甘えてよりかかる 男は男は 涙の甘さを見せないが 愛をこころで 愛をこころでかみしめる
1970,新宿の女,藤圭子,私が男に なれたなら 私は女を 捨てないわ ネオンぐらしの 蝶々には やさしい言葉が しみたのよ バカだな バカだな だまされちゃって 夜が冷たい 新宿の女 何度もあなたに 泣かされた それでもすがった すがってた まことつくせば いつの日か わかってくれると 信じてた バカだな バカだな だまされちゃって 夜が冷たい 新宿の女 あなたの夢みて 目が濡れた 夜更けのさみしい カウンター ポイとビールの 栓のよに 私を見捨てた 人なのに バカだな バカだな だまされちゃって 夜が冷たい 新宿の女
1971,わたしの城下町,小柳ルミ子,格子戸をくぐりぬけ 見あげる夕焼けの空に だれが歌うのか 子守唄 わたしの城下町 好きだともいえずに 歩く川のほとり 往きかう人に なぜか 目をふせながら 心は燃えてゆく 家並が とぎれたら お寺の鐘がきこえる 四季の草花が咲き乱れ わたしの城下町 ※橋のたもとにともる 灯のように ゆらゆらゆれる 初恋のもどかしさ 気まずく別れたの※ (※くり返し)
1971,知床旅情,加藤登紀子,知床の岬に はまなすの咲く頃 思い出しておくれ 俺たちのことを 飲んで騒いで 丘にのぼれば はるかクナシリに 白夜は明ける 旅の情か 酔うほどにさまよい 浜に出てみれば 月は照る波の上 今宵こそ君を 抱きしめんと 岩影に寄れば ピカリが笑う 別れの日は来た ラウスの村にも 君は出てゆく 峠をこえて 忘れちゃいやだよ 気まぐれカラスさん 私を泣かすな 白いかもめよ 白いかもめよ
1971,また逢う日まで,尾崎紀世彦,Peole can say what they want For they've got nothing to lose Why should we care what they say or do We must live life as we choose For tonight come ride along with me Don't be afraid of what we feel Now's the time when only love is real Lovers and fools can dream the world away Lovers and fools love only day by day Now we're together and tomorrow let them say We're lovers or we're fools Love is a dream here today But who knows when dreams are gone While we are here we must both belive That the dream goes on and on For tonight is all eternity For tonight there's only you and me Open your heart and close your mind And we'll leave our yesterdays behind Lovers and fools can dream the world away Lovers and fools live only day be day Now we're together and tomorrow let them say We're lovers or we're fools Lovers and fools can dream the world away Lovers and fools live only day be day Now we're together and tomorrow let them say We're lovers or we're fools
1971,傷だらけの人生,鶴田浩二,「古い奴だとお思いでしょうが、古い奴こそ 新しいものを欲しがるもんでございます。 どこに新しいものがございましょう。 生まれた土地は荒れ放題、今の世の中、 右も左も真っ暗闇じゃござんせんか。」 何から何まで 真っ暗闇よ すじの通らぬ ことばかり 右を向いても 左を見ても ばかと阿呆の からみあい どこに男の 夢がある 「好いた惚れたとけだものごっこが まかり通る世の中でございます。 好いた惚れたは、もともと心が決めるもの… こんなことを申し上げる私も やっぱり古い人間でござんしょうかね。」 ひとつの心に 重なる心 それが恋なら それもよし しょせんこの世は 男と女 意地に裂かれる 恋もあり 夢に消される 意地もある 「なんだかんだとお説教じみたことを申して参りましたが そういう私も日陰育ちのひねくれ者、 お天道様に背中を向けて歩く…馬鹿な人間でございます。」 真っ平ご免と 大手を振って 歩きたいけど 歩けない 嫌だ嫌です お天道様よ 日陰育ちの 泣きどころ 明るすぎます 俺らには
1971,ナオミの夢,ヘドバとダビデ,ひとり見る夢は 素晴らしい君の踊るその姿 ナオミ Come back to me 僕は叫びたい なつかしい君のやさしいその名前 世界中にナオミ ナオミ Come back to me そのまま消えずに ナオミ 夢でもいいから もう一度愛して ナオミ 君が欲しい かすかに聞こえる 風のささやきも窓辺にさびしく 君を呼ぶよ ナオミ ナオミ Come back to me 夜は消えてゆき 朝のおとずれに空は燃えあがる 君はどこに ナオミ ナオミ Come back to me そのまま消えずに ナオミ 夢でもいいから もう一度愛して ナオミ 君が欲しい ひとり見る夢は 素晴らしい君の踊るその姿 ナオミ Come back to me 僕は叫びたい なつかしい君のやさしいその名前 世界中にナオミ ナオミ Come back to me ひとり見る夢は 素晴らしい君の踊るその姿 ナオミ Come back to me 僕の胸に ナオミ ナオミ Come back to me 僕の胸に ナオミ ナオミ Come back to me
