year,month,title,artist,lyrics
2012,1,Love Story,安室奈美恵,
2012,1,Sit! Stay! Wait! Down!,安室奈美恵,
2012,1,上からマリコ,AKB48,
2012,1,クリスマス・イブ,山下達郎,
2012,1,CRISIS,Acid Black Cherry,
2012,1,HERO,Fairies,
2012,4,SHE! HER! HER!,Kis-My-Ft2,
2012,4,Go Round,安室奈美恵,
2012,4,スピードアップ,KARA,
2012,4,オール・アバウト・トゥナイト,ピクシー・ロット,
2012,4,Good Day,IU,
2012,4,Lost the way,DiVA,
2012,4,ガールズパワー,KARA,
2012,4,ギヴ・ミー・オール・ユア・ラヴィン,マドンナ,
2012,4,ワイルドアットハート,嵐,
2012,4,ヒカリ,井手綾香,
2012,7,君は僕だ,前田敦子,
2012,7,ALL NIGHT LONG,EXILE,
2012,7,OH YEAH,KREVA,
2012,7,あの空の向こうがわへ,ジャンクフジヤマ,
2012,7,ペイフォン feat.ウィズ・カリファ,マルーン5,
2012,7,Life〜生まれてくれてありがとう〜,Brand New Vibe,
2012,7,バーン・イット・ダウン,リンキン・パーク,
2012,7,愛でした。,関ジャニ∞[エイト],
2012,7,"ディレイ,ディレイ",ハートブレイクス,
2012,7,くちびる,aiko,
2012,10,キスだって左利き,SKE48,
2012,10,グッド・タイム with アウル・シティー,カーリー・レイ・ジェプセン,
2012,10,最後と決めた女だから,氷川きよし,
2012,10,firefly,BUMP OF CHICKEN,
2012,10,Force,Superfly,
2012,10,バッド,マイケル・ジャクソン,
2012,10,愛する覚悟,シシド・カフカ,
2012,10,コール・ミー・メイビー,カーリー・レイ・ジェプセン,
2012,10,カゲボウシ,ポルノグラフィティ,
2012,10,ギンガムチェック,AKB48,
2013,4,にんじゃりばんばん,きゃりーぱみゅぱみゅ,
2013,4,スキ!スキ!スキップ!,HKT48,
2013,4,バニスタ!,T-ARA,
2013,4,スーツ・アンド・タイ feat.JAY-Z,ジャスティン・ティンバーレイク,
2013,4,Yin Yang,桑田佳祐,
2013,4,ビコーズ・ウィ・キャン,ボン・ジョヴィ,
2013,4,ハウ・ウィ・ドゥ(パーティー),リタ・オラ,
2013,4,君の名は希望,乃木坂46,
2013,4,さくら,ケツメイシ,
2013,4,Big Boys Cry,安室奈美恵,
2013,7,僕らのユリイカ,NMB48,
2013,7,Flower Song,EXILE,
2013,7,LOVE & GIRLS,少女時代,
2013,7,ソランジュ,上間綾乃,
2013,7,リトル・ナンバーズ,ボーイ,
2013,7,スカーレット,スキマスイッチ,
2013,7,Upturn,Lead,
2013,7,I WANNA DANCE,SUPER JUNIOR DONGHAE & EUNHYUK,
2013,7,Last Love,Rihwa,
2013,7,スターラブレイション,ケラケラ,
2013,10,ヒリヒリの花,Not yet,
2013,10,No Limit,EXILE,
2013,10,友達のフリ,ケラケラ,
2013,10,ありがとう,D.W.ニコルズ,
2013,10,ロックンロール,アヴリル・ラヴィーン,
2013,10,ザ・マザー・ウィ・シェア,チャーチズ,
2013,10,潮騒のメモリー,天野春子(小泉今日子),
2013,10,タイムマシンなんていらない,前田敦子,
2013,10,GALAXY SUPERNOVA,少女時代,
2013,10,盛者必衰の理、お断り,KANA-BOON,
2014,4,高嶺の林檎,NMB48,
2014,4,S.A.K.U.R.A.,三代目 J Soul Brothers from EXILE TRIBE,
2014,4,AGAIN,DREAMS COME TRUE,
2014,4,レット・イット・ゴー〜ありのままで〜,松たか子,
2014,4,My Avatar,BOYFRIEND,
2014,4,繋いだ手から,back number,
2014,4,春風,Rihwa,
2014,4,勇気スーパーボール!,THE ポッシボー,
2014,4,未来とは?,SKE48,
2014,4,リヴ・フォー・ザ・ナイト,クルーウェラ,
2014,7,R.Y.U.S.E.I.,三代目 J Soul Brothers from EXILE TRIBE,
2014,7,LUCKY STAR,SHINee,
2014,7,NIPPON,椎名林檎,
2014,7,頑張ったっていいんじゃない,大原櫻子(from MUSH & Co.),
2014,7,にじいろ,絢香,
2014,7,A.I,美風藍(蒼井翔太),
2014,7,サイショの恋〜モテたくて〜,DISH//,
2014,7,Sweat,東方神起,
2014,7,君に出会えたから,miwa,
2014,7,The World is ours!,ナオト・インティライミ,
2014,10,控えめI love you!,HKT48,
2014,10,心のプラカード,AKB48,
2014,10,BE HERO,風男塾,
2014,10,ルード★それでも僕は結婚する,マジック!,
2014,10,ラストシーン,JUJU,
2014,10,ウソツキ,WHITE JAM,
2014,10,Darling,西野カナ,
2014,10,東京VICTORY,サザンオールスターズ,
2014,10,Highschool love,E-girls,
2014,10,ミダレテミナ,2PM,
2015,4,Kiss魂,Kis-My-Ft2,
2015,4,未来(あした),BTOB,
2015,4,何度でも花が咲くように私を生きよう,福山雅治,
2015,4,ぼくの憂鬱と不機嫌な彼女,AAA,
2015,4,命は美しい,乃木坂46,
2015,4,愛おしくってごめんね,カントリー・ガールズ,
2015,4,アロエ,サザンオールスターズ,
2015,4,あなたに恋をしてみました,chay,
2015,4,-LEGNE-仇なす剣光の旋律,Rosenburg Engel,
2015,4,Sakura,嵐,
2015,7,チュムチュム,NEWS,
2015,7,サマータイムラブ,Shiggy Jr.,
2015,7,エボリューション・イヴ,QUARTET NIGHT,
2015,7,アイ・リアリー・ライク・ユー,カーリー・レイ・ジェプセン,
2015,7,SUN,星野源,
2015,7,My Instant Song,MONOEYES,
2015,7,ロマンスがありあまる,ゲスの極み乙女。,
2015,7,シュガーソングとビターステップ,UNISON SQUARE GARDEN,
2015,7,R.Y.U.S.E.I.,三代目 J Soul Brothers from EXILE TRIBE,
2015,7,私以外私じゃないの,ゲスの極み乙女。,
2015,10,SOS,SEKAI NO OWARI,
2015,10,トリセツ,西野カナ,
2015,10,LAUGH LAUGH LAUGH,GOT7,
2015,10,君がくれた夏,家入レオ,
2015,10,Unfair World,三代目 J Soul Brothers from EXILE TRIBE,
2015,10,愛を叫べ,嵐,
2015,10,愛してるのに、愛せない,AAA,
2015,10,好きだ。,Little Glee Monster,
2015,10,R.Y.U.S.E.I.,三代目 J Soul Brothers from EXILE TRIBE,
2015,10,夜空。 feat.ハジ→,miwa,
2016,1,クリスマスソング,back number,
2016,1,Merry × Merry Xmas★,E-girls,
2016,1,Wings Flap,L'Arc〜en〜Ciel,
2016,1,Ki・mi・ni・mu・chu,EXILE,
2016,1,未来,コブクロ,
2016,1,思い出以上になりたくて,"lily white〜園田海未(三森すずこ),星空凛(飯田里穂),東條希(楠田亜衣奈)from μ's〜",
2016,1,トリセツ,西野カナ,
2016,1,SUN,星野源,
2016,1,クリスマス・イブ,山下達郎,
2016,1,夢ノ咲流星隊歌,流星隊,
2016,4,ハルジオンが咲く頃,乃木坂46,
2016,4,もっと,aiko,
2016,4,逆光×礼賛,東京パフォーマンスドール,
2016,4,FLASH,Perfume,
2016,4,Feel So Alive,三代目 J Soul Brothers from EXILE TRIBE,
2016,4,明日への手紙,手嶌葵,
2016,4,君はメロディー,AKB48,
2016,4,Fine!〜fly for the future〜,GEM,
2016,4,Re:Re:,ASIAN KUNG-FU GENERATION,
2016,4,さらば涙,ケツメイシ,
2016,7,ハイファイ☆デイズ,"佐々木千枝(今井麻夏),櫻井桃華(照井春佳),市原仁奈(久野美咲),龍崎薫(春瀬なつみ),赤城みりあ(黒沢ともよ)",
2016,7,Soup,藤原さくら,
2016,7,HIGH-VOLTAGE DANCER,DISH//,
2016,7,魔法って言っていいかな?,平井堅,
2016,7,やさしさで溢れるように,Flower,
2016,7,"Take a""5""Train",A.B.C-Z,
2016,7,Princess,miwa,
2016,7,未来,コブクロ,
2016,7,SILVER SKY,Re:vale,
2016,7,月,マオ from SID,
2016,10,前前前世,RADWIMPS,
2016,10,WILD WILD WILD,EXILE THE SECOND,
2016,10,好きな人がいること,JY,
2016,10,恋をしたのは,aiko,
2016,10,Power of the Paradise,嵐,
2016,10,薔薇のように咲いて 桜のように散って,松田聖子,
2016,10,なんでもないや,RADWIMPS,
2016,10,スパークル,RADWIMPS,
2016,10,恋,星野源,
2016,10,道,宇多田ヒカル,
2017,1,恋,星野源,
2017,1,God's S.T.A.R.,QUARTET NIGHT,
2017,1,Winter Wonderland,SHINee,
2017,1,Don't be Afraid,L'Arc〜en〜Ciel,
2017,1,PPAP(ペンパイナッポーアッポーペン),ピコ太郎,
2017,1,ドドンコ Don't worry,BOYS AND MEN 研究生,
2017,1,アンサー,BUMP OF CHICKEN,
2017,1,前前前世,RADWIMPS,
2017,1,恋☆煌メケーション!!!,SUPER☆GiRLS,
2017,1,クリスマスソング,back number,
2017,4,インフルエンサー,乃木坂46,
2017,4,Oh yeah!!,SNUPER,
2017,4,恋,星野源,
2017,4,見たこともない景色,菅田将暉,
2017,4,おとなの掟,Doughnuts Hole,
2017,4,この闇を照らす光のむこうに,Anly+スキマスイッチ=,
2017,4,はやく逢いたい,Dream Ami,
2017,4,HAPPY,三代目 J Soul Brothers from EXILE TRIBE,
2017,4,プロミスザスター,BiSH,
2017,4,TOKYO GIRL,Perfume,
2017,7,ピースサイン,米津玄師,
2017,7,おーさか☆愛・EYE・哀,ジャニーズWEST,
2017,7,愛さえあればなんにもいらない,アンジュルム,
2017,7,コワレヤスキ,Guilty Kiss,
2017,7,TT,TWICE,
2017,7,カナリア,ゆず,
2017,7,CQCQ,神様、僕は気づいてしまった,
2017,7,デスティニー,シェネル,
2017,7,RAIN,SEKAI NO OWARI,
2017,7,ノンフィクション,平井堅,
2017,10,打上花火,DAOKO × 米津玄師,
2017,10,ダンシング・ヒーロー,荻野目洋子,
2017,10,GOLD,Happiness,
2017,10,Family Song,星野源,
2017,10,Hero,安室奈美恵,
2017,10,DNA,BTS (防弾少年団),
2017,10,シェイプ・オブ・ユー,エド・シーラン,
2017,10,LIFE,AAA,
2017,10,聖域,福山雅治,
2017,10,いつかできるから今日できる,乃木坂46,
2018,1,White Love,Hey!Say!JUMP,
2018,1,瞬き,back number,
2018,1,Reboot,東方神起,
2018,1,Awaken the power,Saint Aqours Snow,
2018,1,あなた,宇多田ヒカル,
2018,1,バンドワゴン,ラストアイドル,
2018,1,ダンシング・ヒーロー,荻野目洋子,
2018,1,J.S.B. HAPPINESS,三代目 J Soul Brothers from EXILE TRIBE,
2018,1,楓,スピッツ,
2018,1,打上花火,DAOKO × 米津玄師,
2018,4,Lemon,米津玄師,
2018,4,HARE晴れカーニバル,祭nine.,
2018,4,雨あがりのステップ,新しい地図,
2018,4,ガラスを割れ!,欅坂46,
2018,4,ドラえもん,星野源,
2018,4,さよならエレジー,菅田将暉,
2018,4,ジャーバージャ,AKB48,
2018,4,Opera of the wasteland,Roselia,
2018,4,無限未来,Perfume,
2018,4,カメレオン・レンズ,ポルノグラフィティ,
2018,7,THE New Era,GOT7,
2018,7,SUMMER LOVE,MAG!C☆PRINCE,
2018,7,U.S.A.,DA PUMP,
2018,7,Lemon,米津玄師,
2018,7,闘う戦士たちへ愛を込めて,サザンオールスターズ,
2018,7,Echo,DEAN FUJIOKA,
2018,7,DDU-DU DDU-DU,BLACKPINK,
2018,7,VOLT-AGE,Suchmos,
2018,7,初恋,宇多田ヒカル,
2018,7,デート,斉藤壮馬,
2018,10,センチメンタルトレイン,AKB48,
2018,10,決戦の鬨,刀剣男士 team幕末 with巴形薙刀,
2018,10,U.S.A.,DA PUMP,
2018,10,Lemon,米津玄師,
2018,10,アイデア,星野源,
2018,10,アイノカタチ feat.HIDE(GReeeeN),MISIA,
2018,10,アンビバレント,欅坂46,
2018,10,Hero,安室奈美恵,
2018,10,BDZ,TWICE,
2018,10,ありがとう,高橋優,
2019,1,Lemon,米津玄師,
2019,1,U.S.A.,DA PUMP,
2019,1,ハーモニクス,D/Zeal,
2019,1,Flamingo,米津玄師,
2019,1,今夜このまま,あいみょん,
2019,1,Blizzard,三浦大知,
2019,1,マリーゴールド,あいみょん,
2019,1,プロローグ,Uru,
2019,1,帰り道は遠回りしたくなる,乃木坂46,
2019,1,クリスマスソング,back number,
2019,4,有超天シューター,祭nine.,
2019,4,マリーゴールド,あいみょん,
2019,4,HAPPY BIRTHDAY,back number,
2019,4,Lemon,米津玄師,
2019,4,Aurora,BUMP OF CHICKEN,
2019,4,白日,King Gnu,
2019,4,黒い羊,欅坂46,
2019,4,Are you ready?,BiS,
2019,4,いつかどこかで,まねきケチャ,
2019,4,Yes we are,三代目 J SOUL BROTHERS from EXILE TRIBE,
2019,7,CHANGE,山下智久,
2019,7,優しいあの子,スピッツ,
2019,7,まちがいさがし,菅田将暉,
2019,7,Pretender,Official髭男dism,
2019,7,忘れられないの,サカナクション,
2019,7,マリーゴールド,あいみょん,
2019,7,Lemon,米津玄師,
2019,7,海の幽霊,米津玄師,
2019,7,白日,King Gnu,
2019,7,Sing Out!,乃木坂46,
2019,10,Vampire,IZ*ONE,
2019,10,馬と鹿,米津玄師,
2019,10,Pretender,Official髭男dism,
2019,10,Feel Special,TWICE,
2019,10,イエスタデイ,Official髭男dism,
2019,10,宿命,Official髭男dism,
2019,10,未体験HORIZON,Aqours,
2019,10,DAN DAN Dance!!,A.B.C-Z,
2019,10,マリーゴールド,あいみょん,
2019,10,パプリカ,Foorin,
2020,1,Pretender,Official髭男dism,
2020,1,ガッタンゴットンGO!,BOYS AND MEN,
2020,1,A-RA-SHI : Reborn,嵐,
2020,1,白日,King Gnu,
2020,1,紅蓮華,LiSA,
2020,1,まちがいさがし,菅田将暉,
2020,1,宿命,Official髭男dism,
2020,1,イエスタデイ,Official髭男dism,
2020,1,マリーゴールド,あいみょん,
2020,1,馬と鹿,米津玄師,
2020,4,しあわせの保護色,乃木坂46,
2020,4,I LOVE…,Official髭男dism,
2020,4,Pretender,Official髭男dism,
2020,4,春はゆく,Aimer(エメ),
2020,4,白日,King Gnu,
2020,4,紅蓮華,LiSA,
2020,4,A song for You! You? You!!,μ's,
2020,4,あなたがいることで,Uru,
2020,4,宿命,Official髭男dism,
2020,4,イエスタデイ,Official髭男dism,
2020,7,証拠,ジャニーズWEST,
2020,7,夜に駆ける,YOASOBI,
2020,7,香水,瑛人,
2020,7,約束の空,刀剣男士 formation of 葵咲,
2020,7,smile,Twenty★Twenty,
2020,7,紅蓮華,LiSA,
2020,7,裸の心,あいみょん,
2020,7,Pretender,Official髭男dism,
2020,7,I LOVE…,Official髭男dism,
2020,7,umbrella,SEKAI NO OWARI,
2020,10,夜に駆ける,YOASOBI,
2020,10,It's my life,V6,
2020,10,Dynamite,BTS,
2020,10,Make you happy,NiziU,
2020,10,裸の心,あいみょん,
2020,10,香水,瑛人,
2020,10,感電,米津玄師,
2020,10,紅蓮華,LiSA,
2020,10,猫,DISH//,
2020,10,Whenever You Call,嵐,
