year,month,title,artist,lyrics
2010,4,キミがいるから,Kylee,"キミがいるから
涙 隠せないんだ
キミがいるから
世界はリアルなんだ
なんだか ママとパパが 初めて
ジャマに思えた 窮屈な夜
私の部屋から 飛ぶメールは
いくら飾っても
物足りなくて 声をころして
話す電話越し君の声は 鼓動よりも 小さいから
余計 苦しい
逢えない 逢えない… 月が
逢いたい 逢いたい… 泣いた
キミがいるから
涙 隠せないんだ
キミがいるから
頑張ろうって 思うんだ
キミを想えば
強くなれるのに
私は どうして
こんなにも 脆い
キミがいるから キミがいるから
次から次へと巡る 季節
去年の服は 今じゃ 古くて
変わらないものを たった一つ
見つめてたいのに
愛してる と 大好きは 違う?
苦手 と キライは どこが同じ?
イヤだ イヤだ
この心を惑わさないで
明日は 明日は… 空が
必ず 必ず… 笑う
キミの隣で
見つめる 街が好き
キミが 私を
呼ぶ 声が愛しい
キミがいるから
未来が要るんだ
そばにいるから
思い出になるんだ
キミがいるから キミがいるから
地平線に永遠(とわ)を重ねたり…
鳥の歌を讃美歌にしたり…
ヒカリを今 とらえてるのは きっと
キミがいるから
素直でいられるんだ
キミがいるから
笑顔 こぼれるんだ
キミがいるから
涙 隠せないんだ
キミがいるから
世界はリアルなんだ
キミがいるから キミがいるから
キミがいるから キミがいるから"
2010,4,beat,aiko,"明日の時間を誤魔化して書いた手帳
毎日通った道 噛みしめる様に歩いた
いつだってあなたがあたしを見てた
それだけで乗り越えられて来たの
せつなくて嬉しい
あなたが泣いている事
今は解らないふりして ずっと話そう
水平線が見えた 優しい世界の始まり
誰も今のあなたを責めたり出来ない
コマ落ちした記憶の空白の場所は
忘れたいと目をつぶってしまった場所
そんな時あなたと作った星見つけたら
こんなあたしでも良いんだと思えたりするから
心はいつだってあなたを当たり前の様に射してる
笑うあなたがたまらなく愛おしいよ
優しい世界の始まり
誰もあたしの想いを笑ったり出来ない
あなたが泣いている事
今は解らないふりして ずっと話そう
水平線が見えた 優しい世界の始まり
誰も今のあなたを責めたり出来ない"
2010,4,桜雨,JUJU,"ふたりで歩いた 川べりの道を ひとりで歩く 三年ぶりに
すこし速すぎる わたしの背中を きみの口笛 追いかけてたね
色づく街並みと ざわめく人たちが この季節を告げるよ (It's spring!)
ここに来れば 会える気がした 何も知らなかったふたりに
桜を濡らす やさしい雨が 私の頬を伝わってゆく
どうかこのまま 降りやまないで 涙がかわくまでは もう少し この雨に打たれていたくて
あの頃はいつも 何かに傷つき 消えない痛みで 不安ごまかした
見えない未来と 目の前のきみを 心のなかで 並べあわせて
想いを 想い出に したくて できなくて 時間だけが過ぎてく (Time flies)
春になれば 言える気がした 凍てついていた ""Goodbye to myself""
桜を濡らす 日暮れの雨が ふたりの街を 塗りかえてゆく
どうかお願い 降りやまないで きれいに私たちの足あとを 洗い流してほしくて
きみのほう 振り返らず 夢に向かってきたけど
なくした蒼さと つかんだ何かに 今はまだ とまどっている
桜を濡らす やさしい雨が 私の頬を伝わってゆく
どうかこのまま 降りやまないで 涙がかわくまでは もう少し この雨に打たれていたい
ねえ桜雨 私の願い かなえてほしい
どうかこのまま 降りやまないで どこかで気まぐれにきみが吹いた 口笛の音 消し去るまで"
2010,4,Troublemaker,嵐,"色とりどりのマスクかぶって　偽りのキャラを演じきって
僕はひと口　果実齧って　悪くないってかいいんじゃない?!
TV/RADIOのノイズ破って　君の笑顔やけにまぶしくて
悩みの種はどこかへ飛んだ　あっけらかんでいいんじゃない?
Are you ready?
完璧なんてない　sweet sweet
最大級のSoul　do it! do it!
単純なくらい　はじけろMoving now! Moving now!
Are you ready?
災難だってもう　sweet sweet
そうLet's GoのSign　do it! do it!
図々しいくらい　前向けMoving now! Moving now!
忘れかけてた夢を巡って　無くしかけてた愛を探して
君のナミダは　もういらないさ　もう遅い?なんて事はない!
有象無象のウワサ巡って　風がにわかに街を冷ました
ここは笑顔でブレずかわして　あっけらかんでいいんじゃない?
Are you ready?
考え中はない　sweet sweet
千載一遇のチャンス　do it! do it!
手に入れたんなら　駆け抜けShake it up! Shake it up!
Are you ready?
正攻法はない　sweet sweet
この瞬間のJuice　do it! do it!
飲み干したなら　つらぬけShake it up! Shake it up!
輝きを秘めたハートビート　刻んで行くのさ
誰にもゆずれない　胸の奥には　光があるよ
散々な日も　(散々な日も)
最高級のスマイル　(最高級のスマイル)
図々しいくらい　はじけろMoving now! Moving now!
Are you ready?
完璧なんてない　sweet sweet
最大級のSoul　do it! do it!
単純なくらい　はじけろMoving now! Moving now!
Are you ready?
災難だってもう　sweet sweet
そうLet's GoのSign　do it! do it!
図々しいくらい　前向けMoving now! Moving now!
輝きを秘めたハートビート…"
2010,7,Okay,稲葉浩志,"感動的な足どりで
坂を上ってゆくのはアナタ
とりとめのないことで
友と心の底から はしゃいでいる
時間が止まる景色を 見てしまうといつも
それを失う未来を 想ってはふるえてしまう
哀しくもヤワなこの心臓
Okay いつかくる ボクのいない世界
真っ暗で静かな無限の空
Okay それならば もう少しだけアナタを
長く強く抱きしめてもいいよね そうだよね
色あせた家族写真
その時ボクらは何を夢見た
今日は今日で 近い将来
古き良き時代と偲ばれるだろうか
あれよあれよ 選択肢を失くしてゆくeveryday
どこかまで 遡れるとしたら どこにするだろう
そこに希望はあるのでしょうか?
Okay いつかくる アナタのいない世界
埋められない穴をかかえさまよう
Okay 泣かないで 恐がらなくていいよ
終わりがあるから 誰もが切なく輝ける
夕暮れ グラウンドに響く声
川面をすべる小石の影
誰かの不幸せの上に 成り立つ生活(くらし)
昔から気づいてるよ
ヘンチクリンな笑顔見せて 歩いているボクはナニモノ?
Okay いつかくる ボクのいない世界
真っ暗で静かな無限の空
Okay それならば もう少しだけアナタを
長く強く抱きしめてもいいよね そうだよね"
2010,7,京都物語,原由子,"鴨川流る 京はふるさと
春は花灯路(はなとうろ)の東山でした
祇園囃子が響く夏にも
送り火に揺られて
永遠(とわ)にあなたは眠る
二人で歩いた小路(こみち)や石畳
月夜にまぎれて隠れた恋の街
""都や御所""の紅葉染まりて
歌人が愛でたは秋の南禅寺
嵐山にて雪も恋しや
南天の実のような赤い紅をさすわ
帰らぬ人への想い出溢る場所
幾千年もの涙の別れ道
華やぐ夜の彩りや
河原町ともサヨウナラ
二人で歩いた小路は濡れていた
月夜にまぎれて隠れた恋の街
昨日と明日を結んで帯にして
桜の花咲く頃また
京都へ"
2010,7,VICTORY,EXILE,"信じてきた夢がいつか
現実になって叶っても
その先へと 僕らは導かれる
愛・希望・未来 全てを感じて走り出す
いくつもの""想い"" 握りしめて
世界中に
Hallelujah Hallelujah 今願いは
Hallelujah Hallelujah 未来へ
Hallelujah Hallelujah 夢を叶えるために
Hallelujah Hallelujah 力を…
君の手の中に
記憶に残る あの瞬間(とき)も
乗り越えてきた 今だから
さらに強くそう強く 信じられる
いつかは誰かが こわさなきゃならないこの壁
本気で想えば 変えてゆける
世界中に
Hallelujah Hallelujah 今願いは
Hallelujah Hallelujah 未来へ
Hallelujah Hallelujah 夢を叶えるために
Hallelujah Hallelujah 力を…
君の手の中に
世界中に
Hallelujah Hallelujah 今願いは
Hallelujah Hallelujah 未来へ
Hallelujah Hallelujah 夢を叶えるために
Hallelujah Hallelujah 力を…
Hallelujah Hallelujah
Hallelujah Hallelujah 未来へ
Hallelujah Hallelujah 夢を叶えるために
Hallelujah Hallelujah 力を…"
2010,7,reboot〜あきらめない詩〜,flumpool,
2010,7,タマシイレボリューション,Superfly,"スタンドアップ!モンスター　頂上へ
道なき道を　切り開く時
スタンドアップ!ファイター　とんがって
going on, moving on
戦いの歌　未知の世界へ
タマシイレボリューション
夕方ハリケーン　鳥もざわめく
高まる鼓動に　暴れるパッション
突っ走るのさ　go to the future
ride on, ride on
回りだすメリーゴーランド
イメージしたらばアクション
そう、それが　it's my rule
目指せ最大級
前に道などナッシング
そう、全て心意気　起こせよnew wave
スタンドアップ!モンスター　頂上へ
道なき道を　切り開く時
スタンドアップ!ファイター　とんがって
going on, moving on
戦いの歌　未知の世界へ
タマシイレボリューション
たまにゃデリケート　されどポーカーフェイス
時に言葉は災い　誘う
頭の中はいつもビージー
葛藤ノンストップ
立ち向かえ　人生はショータイム
プラスとマイナスがリフレイン
So, 逆境は I don't care
最強に変身中
呼び覚ませ　本能
さぁ、茨の道で私はグレードアップ
スタンドアップ!モンスター　上空へ
痺れる歌を　響かせてくれ
スタンドアップ!ファイター　豪快に
going on, moving on
今立ち上がれ
スタンドアップ!モンスター　頂上へ
道なき道を　切り開くとき
スタンドアップ!ファイター　とんがって
going on, moving on
戦いの歌　未知の世界へ
タマシイレボリューション"
2010,7,つぐみ,スピッツ,"「愛してる」　それだけじゃ　足りないけど　言わなくちゃ
嬉しいとか　寂しいとか　君に生かされてる
だから　思い切り　手をのばす　手がふれる
海原を渡っていく　鳥のような心がここに在る
歩き出せない暗い夜に　前触れなくぶつかった
きっと運命とか　越えるほど　ありえない　確率で
見つけ合えたよ
「愛してる」　それだけじゃ　足りないけど　言わなくちゃ
優しくて　憎らしくて　それのために僕はここに在る
隠しきれない　トゲトゲで　お互いに傷つけて
そんな毎日も　なぜだろう　ふり返れば　いとおしくて
ここにいたいよ
違う色重なって新しい光が
寒い星を照らしている
「愛してる」　この命　明日には　尽きるかも
言わなくちゃ　言わなくちゃ　できるだけまじめに
さらに　思い切り　手をのばす　手がふれる
海原を渡っていく　鳥のような心がここに在る"
2010,7,Addicted to love,w-inds.,
2010,7,Ring a Ding Dong,木村カエラ,
2010,7,LOVE RAIN〜恋の雨〜,久保田利伸,
2010,7,言葉をきいて,ROCK'A'TRENCH,"ねぇ、こっちむいて、言葉をきいて
伝えたい事があるのさ
君の前では少しだけ
素直になれる気がするんだ
変わらない毎日も
カーテンをあけたら
オレンジの光が眩しくて
読みかけのメールはそのままで
いつもより かけ足で家をでた
時が止まらないから
息を止めてみたんだ
苦しいのは君のせいかな?
つのる想いが空を駆けて
時間ばかり進んでく
そっと手を差しのべたり
ぎゅっと抱きしめあったり
夢なら会える気がして
そっとまぶたをとじて
目で見えるものは
ごまかしばかりで
見えない隙間 覗きたくて
ねぇ、こっちむいて、言葉をきいて
伝えたい事があるのさ
君の前では少しだけ
素直になれる気がするんだ
勝手な想いウラハラに
目と目がふと合う瞬間に
期待すればするほど
言葉は単純で心は複雑なのに
ずっと好きなこと 今も言えなくて
君がそこにいるから
頑張れる毎日が
あるって事に気づいた時に
いつの間にかスピードあげて
もっともっと惹かれてく
そっと手を差しのべたり
ぎゅっと抱きしめあったり
いつかは言える気がして
夢中で駈け抜けるよ
目で見えないものに
カタチはなくても
消えない気持ち 届けたくて
ねぇ、こっちむいて、ココロをきいて
伝えたい事があるのさ
君の前では少しだけ
素直になれる気がするんだ
いいんだよ 笑い転げたり
悔し涙に溺れたり
ありのままでいれる今
強がったフリした 自分に もうサヨナラ
振り返ったりはしない
ねぇ、こっちむいて、言葉をきいて
伝えたい事があるのさ
君の前では今ならば
素直になれる気がするから
一番大切な言葉 今まで言えなかったけど
""出会えてよかったありがとう""
とめどなく溢れ出す 想いは 本気なのさ
君と手をとって ずっといたいから
さぁ行こう,,,oh yeah"
2010,10,もっと強く,EXILE,"いつでも人は悲しみを 避けては通れないけど
ありふれた日常の中 幸せを見つけられるから
あの日閉ざした心さえ 少しずつ癒えてきたね
誰かを愛せずにいた そんな日々に終わり告げよう
今起きてる全ての事 現実なんだって受けとめてゆくんだ
希望さえも持てずにいる 誰かのために この命を使ってほしいから
大切なものを手にして 失う怖さも手にしたけど
絶望の中に一人で 迷ったとしても 必ず信じていて
この場所でいつでもあなたを待っているよ
疑うこともできなくて 傷ついてばかりいたね
その胸の痛みがいつか 誰かの勇気になるのかな
知りたくもない現実や 見たくないことばかりで
それでもきっと僕らは 進んで行かなきゃいけなくて…
あの日見てた遠い夢は 形を変えて叶っているのかも
運命なら受け入れよう ただ前を見て歩いてゆこう 一緒だから
I'm never gonna be afraid of anything
今ここに誓う From bottom of my heart
今よりもっと強くなる 素直な気持ちで やがていつの日にか
ここにいるあなたが心から笑えるように
必ず夢を持つとか 背負わなくていい ただ生きよう
その中でもし希望の光が見えたなら
ずっとずっと信じていて
いつの日か僕らは もっと強くなれる
愛を知るために もっと強く 生きて行こう"
2010,10,好きで、好きで、好きで。,倖田來未,
2010,10,crossroad,浜崎あゆみ,"ここから見えている景色は夢に描いていた景色と
どのくらい違うのかなんて思う時があるよね
あの時立った分かれ道の始まり
選んだ方はこっちでよかったかなって
あの時立った分かれ道の反対
側にあったのはなんだったのかなって
それでも進み続けてるまだ負けてなんかいないよって
傷つかない様に強がる事だけで自分を
守っていたアイツはうまく笑えるようになったかな
変わって行く事変えて来た事
変えられない事私はうまく笑えてる?
懐かしい想い出達ばかりそこらじゅうに転がる道を
偶然通り過ぎたら温かいけど苦しかった
大人になって行く程に失って
きたものは一体何だったのかなって
大人になって行く程に増えてく
これって一体ねえ何なのかなって
考えたこの瞬間さえもほら過去に変わってくね
今すれ違った誰かがいつかのあの子の
横顔に見えたような気がしたのにどうして
声をかける事さえも出来ないまま
遠ざかって行く後ろ姿を見つめてた
それでも進み続けてるまだ負けてなんかいないよって
傷つかない様にと強がる事それだけで自分を
守っていたアイツはうまく笑えるようになったかな
変わって行く事とか変えて来た事とか
変えられない事私はうまく笑えてる?"
2010,10,ループ,ねごと,"眠れない夜考えてる
時計がチクタク
今日はいいことあったかなあ
土曜の夜描き出す
涙のクレヨン
明日はいいことあるかなあ
ループループして　夢の中
丸くなっていく僕ら
ワープワープして　宇宙まで
月まで行っちゃうよ
ループループして　夢の中
逆立ちしてもう一度
ワープワープして　宇宙まで
月まで行っちゃうよ
1、2、3、4 宙ぶらりん
向こうへ‥"
2010,10,Wildflower,Superfly,"果てまで続く　坂道を登る途中で
アスファルト揺らす陽炎　ゆらゆら
不気味な太陽　容赦ない強さで　今日も照らしてる
枯れないように　倒れぬように　奮い立たせる
幼きころは　わけもなくまっすぐ歩いて
いつからかそれなりの理由　見つけた
運命だろうか?　夢か使命か?　わからないまま
時折懸命に　悩みながら
知ってく　私を
咲き誇れ　ワイルドフラワー　荒野のど真ん中で
過ぎ去っていく毎日に　根を張り　生きる
どこまでも　探してる　一粒の涙を
静かに　深く呼吸をして
また　歩き出す
月と通り雨　乾いてた喉を潤し
静寂に心委ねて　眠ろう
苛立つ感情は　夜に沈めて　捨て去ってしまおう
曇らぬように　信じながら
朝を待ってる
咲き誇れ　ワイルドフラワー　にじんだ空の下で
凍えた心を　抱きしめて　誓う
たくましく　ひたむきな　私に生まれ変わる
静かに　深く呼吸をして
また　歩き出す
同じ涙流すのなら　喜びの涙を
大地を伝い　そしてまた強くなる
きっと
咲き誇れ　ワイルドフラワー　荒野のど真ん中で
いつまでも輝けるように　根強く生きるんだ
どこまでも　探してる　一粒の涙を
目を閉じて　一つ呼吸をして
また　歩き出そう"
2010,10,カイト,BONNIE PINK,"I'm a kite I'm a kite
空を縦横無尽に
渋滞も無い ルールも無い
あるのは無限の可能性と勇気だけ
I'm a kite I'm a kite
見渡してみたいんだ
神様じゃない 天使じゃない
だけど地上じゃ厄介で歩けない
どこそこの誰かさんが
偉いとか気の毒とか
なぜ人は人の話ばかり・・
答えなんてないさ くそくらえ/答えだらけさ 迷うがいい
これが僕だけの生き方さ/これは僕だけの問題じゃない
自由なんてない この社会で/自由だらけ この世界で
心だけは僕のものさ/地球だけは誰のでもない
I'm a kite I'm a kite
不自由さに慣れて来た
褒められて 叱られて
操られた方が楽と人は言う
I'm a kite I'm a kite
見渡してみたいんだ
ブルーじゃない グリーンじゃない
見えないものを見なきゃ未来がない
あれも欲しいこれも欲しいと
ガラクタを抱え込んで
なぜ人は目先のことばかり・・
答えなんてないさ くそくらえ/答えだらけさ 迷うがいい
これが僕だけの生き方さ/これは僕だけの問題じゃない
自由なんてない この社会で/自由だらけ この世界で
心だけは僕のものさ/地球だけは誰のでもない
ダ・ディ・ダ このアングルで
ダ・ディ・ダ 耳を澄ませ
ダ・ディ・ダ 泣いてるのは僕なんかじゃない"
2010,10,ミザリー,マルーン5,
2010,10,Love Rainbow,嵐,
2010,10,今、君に言っておこう,藤井フミヤ,
2010,10,GENIE,少女時代,
2011,1,A winter fairy is melting a snowman,木村カエラ,
2011,1,Can't Wait 'Til Christmas,宇多田ヒカル,
2011,1,流星,コブクロ,"真冬の海辺に映った 白く透明な月が
海月に見えた 不思議な夜でした
何度引き裂かれても 遠ざかっても繋がったままの
二人を包む 瞼の奥の宇宙
星屑の中 鏤められた 心が二つ
愛の闇を 駆け抜けてく 想い 流星になり
流れてゆくよ 君のそばまで 消える前に
僕たちは 同じ星座だと 信じて
君より 綺麗な人でも 君より優しい人でも
君には なれないんだ もう誰も
掴めない幻を 抱きしめた胸を刺す痛みが
引力のように 二人引き寄せ合う
まだ 君の中 閉じ込められた いくつもの迷いは
僕の中で 燃やし尽くせる だから もう怖がらずに
預けてほしい
君の嘘に気付くのは 小さな瞳が見開くから
でも 素直さにまだ 気付けないまま
星屑の中 鏤められた 心が二つ
愛の闇を 駆け抜けてく 想い 流星になり
流れてゆくよ 君のそばまで 消える前に
僕たちは 同じ星座だと 信じてるから"
2011,1,Eyes On Me,Superfly,
2011,1,春夏秋冬,NIKIIE,"話をやめないで続けてごらん
まとまりのない気持ち見えてくるから
涙が出ない程、孤独な夜を
貴方は何度一人で越えてきたの?
自分なんかダメだなんて
逃げたくて言うんじゃないよね
諦めたくない人が使う言葉
春があるから夏が来る
夏があるから秋が来る
秋があるから冬が来る
自然なことなんだ 世界が変わるのは
悩みが無いことが幸せなのかい
悩みが深い時こそ見えてくるものがある
自分なんか消えてしまえ
消したくて言うんじゃないよね
変わりたい人が使う言葉
春が来るから冬が好き
冬が来るから秋が好き
秋が来るから夏が好き
自分自身なんだ 世界を変えるのは
譲れないのは何?譲らないのは誰?
初めから分かっていたんでしょ?
話をやめないで続けてごらん
春があるから夏が来る
夏があるから秋が来る
秋があるから冬が来る
自然なことなんだ
春が来るから冬が好き
冬が来るから秋も好き
秋が来るから夏も好き
自分自身なんだ 世界を変えるのは"
2011,1,恋人たちのクリスマス,マライア・キャリー,
2011,1,LOVE is.,MiChi,
2011,1,チャンスの順番,AKB48,"チャンスの順番 次は君に来る
どんなに負けてても 今度は勝ちに行こう
あきらめなければ 夢は叶うんだ
ずっと 頑張って来た
君の努力 報われるように・・・
空を流れる白い雲たちの
どれが速いかなんて 意味がないと思う
昨日の君が出遅れていても
そのうち 風の向きも変わり始める
自分には何が足りないのだろう
一人 悩んだ時もあった
だけど 立ち止まっていてもしょうがない
じゃんけんみたいに 運は巡るもの
今までついてなかった 今度は君の番だ
くじけちゃいけない 泣いてちゃいけない
長い冬の後には
君の春がすぐそこに来てる
まわりの友は 一人 また一人
夢に続く階段 上って行ったよ
たとえビリでも焦ることないさ
どこかで風が吹いたら追いつき追い越せる
途中で誰かと比べるよりも
未来の自分 信じるんだ
君のペースでゴールまで走り抜けろ!
夢の方からは そっぽ向かないよ
勝手にこっちから背を向けてしまうもの
何があったって その手 伸ばすんだ
運はがむしゃらの味方
君にできる すべてのことをやれ!
チャンスの順番 いつかきっと来る
まだ先のようでも確かに近づいてる
声が掛かるまで 光当たるまで
君は今まで以上に
どんな時も輝いていよう"
2011,1,クリスマス・ライツ,コールドプレイ,
2011,1,運命のしずく〜Destiny's star〜,GIRL NEXT DOOR,
2011,4,鬱くしき人々のうた,マキシマム ザ ホルモン,"さらば 俺 地球 宇宙 月 海
恨み・怨み・憾み どんくらいLOW?
うなだれ 鬱 焦燥 スクリーム
痛み・怒り・病み 崩壊モード
裏に潜んだ命(めい)
(ツライ･･･ ツライ･･･ CRY)
ふくれっ面腫らし くるまって布団で暮らす
手が痙攣 懸念が消えん 出かけれん
無論 シャバに戻すリハビリなんて無駄
憎しみすら燃えカスとして湿気る
日々ギリギリ 生きる気デンジャー
下着 シミ・シミ・シミ こげ茶
吐く息息 溜めて飲んじゃ
来る「シネ･･シネ･･シネ･･」の幻聴
LOVE＆LOVE!!!鬱PEOPLE
ぶちまけろPEOPLE!
怨み波打つNIPPON 報道せよ民放
LOVE＆LOVE!!!鬱PEOPLE
ばらまけリビドー
不安に波打つNIPPON ぶちまけろPEOPLE!
(情緒不安定LIFE GO!)
泣き叫べど何も変わらぬ日々
我が存在価値 もはや駄菓子以下
またしても眠れん なにしても眠れん
ひたすら真夜中を無駄遣い
どうせ 妄想 摩訶摩訶 行動 オドオド
逃走 コソコソ 嘔吐
今日も 口頭 ボソボソ 労働 モタモタ
闘争おおよそ連戦連敗
(SHOCK!) 笑われて重症
(DIVE!) 屋上で躊躇
(JUNK!) 邪魔クズの象徴?
BURNING BURNINGご臨終
(毒) 犯されて愁傷
(文句) タラタラで悠長
(弱) 最弱者ムーチョ
BURNING BURNINGご臨終
御覧･･ 我々「やれ」言われ やれん!
病み病み中
御覧･･ 我々「やれ」言われ やれん!
病み病み中
飲んじゃったら また負け
吐いちゃっても また負け
もうさっぱり頭働かぬ 堪忍
飲んじゃったら また言い訳
吐いちゃっても また言い訳
大雑把に言えば「もののけ」の類
さらば 俺 地球 宇宙 月 海
恨み・怨み・憾み どんくらいLOW?
くたばれ ピース ロマン ドリーム
裏切られ 我 惨敗ロード
黒でくすんだ命(めい)
(ツライ･･･ ツライ･･･ CRY)
タランチュラ並みの猛毒潜ます脳で
m●xi t●itter GR●E モ●ゲー荒らす
ノンカフェイン・ストレス 敵は冷え性
電車乗ればやっぱパニックです
日々ギリギリ 生きる気デンジャー
下着 シミ・シミ・シミ こげ茶
吐く息息 溜めて飲んじゃ
来る「シネ･･シネ･･シネ･･」の幻聴
LOVE＆LOVE!!!鬱PEOPLE
ぶちまけろPEOPLE!
怨み波打つNIPPON 報道せよ民放
LOVE＆LOVE!!!鬱PEOPLE
ばらまけリビドー
不安に波打つNIPPON ぶちまけろPEOPLE!
(偏食気味LIFE GO!)
布団敷き 寝ながら アパートエレベーターベランダ立つか
ロープから引っ張るか 黄ばんだ目してテンパったアンタに問う
「ゆめにっき」描いたラストをリメイク?
白発じゃチャンスさえも蔑ろBABY
益々 慢性の不幸せ気取りBABY
(SHOCK!)笑われて重症
(DIVE!)屋上で躊躇
(JUNK!)邪魔クズの象徴?
BURNING BURNINGご臨終
(毒)犯されて愁傷
(文句)タラタラで悠長
(弱)最弱者ムーチョ
BURNING BURNINGご臨終
御覧･･ 我々「やれ」言われ やれん!
病み病み中
御覧･･ 我々「やれ」言われ やれん!
病み病み中
お医者行ってもまだ効かねえ
会社行っても働けん
もうさっぱり頭働かぬ 堪忍
愛し合ってもまだ弱気
泣いちゃったらまた夜明け
大雑把に言えばもう「感情無き模型」
さらば 俺 地球 宇宙 月 海
恨み・怨み・憾み どんくらいLOW?
囚われ 苦痛了承済み
チラ見 誰?誰?
もう帰ろう もう帰ろう
please me･･･ please me･･･
「手首 なんの線?」
「手首 なんの傷?」
「手首 なんの線?」
「その手首 なんの傷?」
世界中の誰もが病んでるわけではねえけど
誰かは今日もうずくまってる
そして内緒で「明日がラスト」と這いつくばって抜け出そうと生きてる
いつだって癒しなんぞなくてもリングにあがりゴング鳴るの待ってろ
鬱くしき人々よ 「0.5生懸命」にて勝て!
さらば 俺 薬 包丁 ニート
涙ギターに吸わして弾こう
膝蹴り KICK START MY傷
唾 みなぎらせ あんた色
いっそ
LOVE イラネ イラネーっちゅうの
LOVE イラネ イラネーっちゅうの
ダーリン? ハニー? 糞だりーし 嘘臭えぜLady
歌に 歌に 歌に入れる
ギター ギター ギターに入れる
イライラに刻み込んで ロックソング目で聴け
ボク 死たがりで 生きたがりです"
2011,4,ボーン・ディス・ウェイ,レディー・ガガ,
2011,4,スロー,ルーマー,
2011,4,週末Not yet,Not yet,
